,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,total_nights
11682,INN11683,2,0,4,8,0,Room_Type 1,186,2018,8,7,Online,0,0,0,108.45,0,Canceled,12
11683,INN11684,0,2,0,1,0,Room_Type 2,65,2018,8,4,Online,0,0,0,127.38,1,Not_Canceled,1
11684,INN11685,2,0,1,2,0,Room_Type 1,68,2018,4,4,Online,0,0,0,85.5,0,Canceled,3
11685,INN11686,1,0,1,0,0,Room_Type 1,7,2018,7,25,Corporate,1,0,2,84.0,1,Not_Canceled,1
11686,INN11687,1,1,2,5,0,Room_Type 4,78,2018,3,20,Online,0,0,0,69.2,1,Not_Canceled,7
11687,INN11688,1,0,2,2,0,Room_Type 1,77,2018,4,2,Online,0,0,0,72.25,0,Not_Canceled,4
11688,INN11689,3,0,0,2,0,Room_Type 4,64,2018,9,16,Online,0,0,0,168.3,1,Not_Canceled,2
11689,INN11690,2,0,1,1,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled,2
11690,INN11691,2,0,2,1,0,Room_Type 1,252,2018,10,15,Online,0,0,0,106.3,0,Canceled,3
11691,INN11692,3,0,0,3,0,Room_Type 4,65,2018,7,26,Online,0,0,0,146.7,0,Canceled,3
11692,INN11693,2,2,0,1,0,Room_Type 6,14,2018,7,21,Online,0,0,0,231.0,2,Not_Canceled,1
11693,INN11694,2,0,1,3,0,Room_Type 1,152,2017,10,29,Offline,0,0,0,56.52,0,Not_Canceled,4
11694,INN11695,1,0,0,2,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Canceled,2
11695,INN11696,2,0,0,2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled,2
11696,INN11697,2,0,0,1,0,Room_Type 1,8,2018,9,2,Online,0,0,0,119.0,1,Not_Canceled,1
11697,INN11698,2,0,0,2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled,2
11698,INN11699,1,0,1,1,0,Room_Type 1,24,2018,6,13,Online,0,0,0,89.25,0,Not_Canceled,2
11699,INN11700,3,0,1,3,0,Room_Type 4,112,2018,5,5,Online,0,0,0,115.52,1,Not_Canceled,4
11700,INN11701,3,0,2,2,0,Room_Type 4,148,2018,7,15,Online,0,0,0,130.05,3,Not_Canceled,4
11701,INN11702,2,0,2,3,0,Room_Type 1,108,2018,4,15,Online,0,0,0,85.85,0,Canceled,5
11702,INN11703,2,0,0,2,0,Room_Type 1,12,2018,7,19,Online,0,0,0,87.78,2,Not_Canceled,2
11703,INN11704,2,0,1,2,0,Room_Type 1,27,2017,9,18,Online,0,0,0,115.0,1,Not_Canceled,3
11704,INN11705,2,0,2,5,0,Room_Type 4,132,2018,8,10,Offline,0,0,0,96.56,1,Not_Canceled,7
11705,INN11706,2,0,0,2,0,Room_Type 1,35,2017,10,16,Offline,0,0,0,89.28,3,Not_Canceled,2
11706,INN11707,2,0,0,4,0,Room_Type 1,175,2018,8,2,Online,0,0,0,99.45,1,Not_Canceled,4
11707,INN11708,2,0,0,2,0,Room_Type 4,8,2018,6,10,Online,0,0,0,156.0,0,Canceled,2
11708,INN11709,2,0,1,2,0,Room_Type 4,35,2017,10,26,Offline,0,0,0,75.0,1,Not_Canceled,3
11709,INN11710,2,0,1,4,0,Room_Type 1,87,2018,3,30,Online,0,0,0,82.45,1,Not_Canceled,5
11710,INN11711,2,0,1,2,0,Room_Type 2,27,2017,12,4,Online,0,0,0,77.87,0,Canceled,3
11711,INN11712,1,0,0,4,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,70.0,0,Not_Canceled,4
11712,INN11713,2,0,2,1,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled,3
11713,INN11714,2,0,0,2,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85.0,0,Not_Canceled,2
11714,INN11715,2,0,1,0,0,Room_Type 1,0,2017,9,27,Complementary,1,0,6,0.0,1,Not_Canceled,1
11715,INN11716,3,0,2,6,0,Room_Type 4,113,2018,7,1,Online,0,0,0,138.55,0,Canceled,8
11716,INN11717,2,0,1,2,0,Room_Type 1,192,2018,10,31,Offline,0,0,0,68.23,0,Not_Canceled,3
11717,INN11718,2,0,0,3,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled,3
11718,INN11719,1,0,0,3,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled,3
11719,INN11720,1,0,2,4,0,Room_Type 4,70,2018,9,11,Online,0,0,0,168.3,3,Not_Canceled,6
11720,INN11721,2,0,0,2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled,2
11721,INN11722,2,0,0,2,0,Room_Type 1,93,2018,10,27,Online,0,0,0,90.9,0,Canceled,2
11722,INN11723,1,0,0,3,0,Room_Type 4,60,2018,6,1,Online,0,0,0,140.4,1,Not_Canceled,3
11723,INN11724,2,0,1,1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled,2
11724,INN11725,2,0,1,2,0,Room_Type 1,9,2018,12,16,Online,0,0,0,78.0,0,Not_Canceled,3
11725,INN11726,2,0,1,2,0,Room_Type 1,13,2018,4,29,Online,0,0,0,125.67,1,Not_Canceled,3
11726,INN11727,2,0,1,0,1,Room_Type 1,196,2018,8,1,Online,0,0,0,105.3,0,Canceled,1
11727,INN11728,3,0,0,2,0,Room_Type 1,56,2018,5,3,Online,0,0,0,159.3,0,Canceled,2
11728,INN11729,1,0,2,1,0,Room_Type 1,16,2018,10,8,Aviation,0,0,0,95.0,0,Not_Canceled,3
11729,INN11730,2,0,1,2,0,Room_Type 1,87,2017,9,18,Online,0,0,0,89.25,1,Not_Canceled,3
11730,INN11731,2,0,0,2,0,Room_Type 1,58,2017,10,9,Online,0,0,0,94.5,1,Not_Canceled,2
11731,INN11732,2,0,2,2,0,Room_Type 1,6,2018,12,4,Offline,0,0,0,68.0,0,Not_Canceled,4
11732,INN11733,2,1,0,3,0,Room_Type 1,195,2018,8,17,Online,0,0,0,121.5,1,Canceled,3
11733,INN11734,2,0,0,4,0,Room_Type 1,61,2018,5,11,Online,0,0,0,92.28,0,Canceled,4
11734,INN11735,3,0,0,4,0,Room_Type 1,60,2017,12,23,Online,0,0,0,96.98,2,Not_Canceled,4
11735,INN11736,2,0,0,1,0,Room_Type 1,14,2018,9,20,Online,0,0,0,129.0,1,Not_Canceled,1
11736,INN11737,2,0,0,1,0,Room_Type 1,80,2018,6,23,Online,0,0,0,96.3,1,Not_Canceled,1
11737,INN11738,2,0,1,2,0,Room_Type 4,49,2017,11,9,Offline,0,0,0,60.0,0,Not_Canceled,3
11738,INN11739,2,0,1,5,0,Room_Type 4,113,2018,12,26,Online,0,0,0,115.74,2,Not_Canceled,6
11739,INN11740,2,0,0,2,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110.0,1,Not_Canceled,2
11740,INN11741,2,0,0,2,0,Room_Type 1,117,2018,7,19,Online,0,0,0,105.3,2,Not_Canceled,2
11741,INN11742,1,0,0,1,0,Room_Type 1,61,2017,10,24,Online,0,0,0,80.75,1,Not_Canceled,1
11742,INN11743,2,0,0,1,0,Room_Type 1,42,2018,3,22,Online,0,0,0,88.2,0,Not_Canceled,1
11743,INN11744,2,0,2,2,0,Room_Type 1,250,2018,10,28,Online,0,0,0,90.95,0,Canceled,4
11744,INN11745,2,0,0,2,0,Room_Type 1,14,2018,7,28,Online,0,0,0,169.0,0,Canceled,2
11745,INN11746,2,0,0,4,0,Room_Type 1,79,2018,4,13,Online,0,0,0,90.95,1,Not_Canceled,4
11746,INN11747,2,0,0,2,0,Room_Type 1,3,2018,11,25,Complementary,0,0,0,0.0,1,Not_Canceled,2
11747,INN11748,1,0,2,4,0,Room_Type 6,33,2018,4,24,Online,0,0,0,139.52,0,Canceled,6
11748,INN11749,3,0,1,4,0,Room_Type 1,197,2018,12,21,Offline,0,0,0,160.6,0,Not_Canceled,5
11749,INN11750,2,0,1,1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0,Canceled,2
11750,INN11751,2,0,0,2,1,Room_Type 4,15,2017,12,30,Online,0,0,0,146.0,2,Not_Canceled,2
11751,INN11752,2,0,1,2,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,3
11752,INN11753,2,0,1,4,0,Room_Type 1,75,2018,4,11,Online,0,0,0,90.95,0,Canceled,5
11753,INN11754,1,0,0,3,0,Room_Type 1,63,2018,8,3,Online,0,0,0,112.59,0,Canceled,3
11754,INN11755,2,0,1,2,0,Room_Type 4,13,2018,6,3,Online,0,0,0,149.33,1,Not_Canceled,3
11755,INN11756,1,0,0,1,0,Room_Type 1,5,2018,1,13,Offline,0,0,0,65.0,0,Not_Canceled,1
11756,INN11757,2,0,1,1,0,Room_Type 4,73,2018,8,6,Online,0,0,0,131.4,1,Canceled,2
11757,INN11758,2,0,1,2,0,Room_Type 4,1,2018,4,18,Online,0,0,0,122.67,0,Not_Canceled,3
11758,INN11759,2,0,2,5,0,Room_Type 4,28,2018,3,7,Online,0,0,0,74.08,0,Not_Canceled,7
11759,INN11760,2,0,1,2,0,Room_Type 1,19,2018,1,1,Online,0,0,0,81.82,1,Not_Canceled,3
11760,INN11761,3,0,1,0,0,Room_Type 4,70,2018,7,31,Online,0,0,0,146.7,0,Canceled,1
11761,INN11762,2,0,1,3,0,Room_Type 1,111,2018,4,4,Online,0,0,0,82.45,1,Not_Canceled,4
11762,INN11763,2,0,0,3,1,Room_Type 1,99,2018,3,24,Online,0,0,0,101.5,0,Not_Canceled,3
11763,INN11764,2,0,1,0,0,Room_Type 1,64,2018,7,25,Online,0,0,0,103.5,0,Not_Canceled,1
11764,INN11765,1,0,0,3,0,Room_Type 1,14,2017,11,5,Online,0,0,0,101.0,1,Not_Canceled,3
11765,INN11766,2,0,2,5,0,Room_Type 1,210,2018,8,15,Online,0,0,0,67.42,1,Not_Canceled,7
11766,INN11767,2,0,1,1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,65.0,1,Not_Canceled,2
11767,INN11768,2,0,0,1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70.0,0,Canceled,1
11768,INN11769,2,0,1,1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0,Canceled,2
11769,INN11770,1,0,0,1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled,1
11770,INN11771,2,0,1,3,0,Room_Type 1,206,2018,8,29,Online,0,0,0,90.95,0,Canceled,4
11771,INN11772,2,0,2,5,0,Room_Type 4,215,2018,8,20,Online,0,0,0,99.45,0,Canceled,7
11772,INN11773,2,0,1,1,0,Room_Type 1,251,2018,11,21,Online,0,0,0,73.35,1,Not_Canceled,2
11773,INN11774,2,0,0,2,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,Not_Canceled,2
11774,INN11775,3,0,0,3,0,Room_Type 4,112,2018,12,27,Online,0,0,0,131.13,0,Canceled,3
11775,INN11776,2,0,1,4,0,Room_Type 1,90,2018,12,26,Online,0,0,0,88.74,0,Canceled,5
11776,INN11777,1,0,2,1,0,Room_Type 4,0,2018,3,13,Online,0,0,0,95.4,1,Not_Canceled,3
11777,INN11778,2,0,0,4,0,Room_Type 1,96,2018,7,6,Online,0,0,0,103.5,0,Not_Canceled,4
11778,INN11779,2,0,0,2,0,Room_Type 1,31,2018,2,5,Online,0,0,0,67.5,0,Canceled,2
11779,INN11780,2,0,2,1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,Not_Canceled,3
11780,INN11781,2,0,0,3,0,Room_Type 1,41,2018,12,1,Online,0,0,0,66.88,0,Not_Canceled,3
11781,INN11782,1,0,0,1,0,Room_Type 1,3,2018,2,2,Online,0,0,0,79.0,0,Not_Canceled,1
11782,INN11783,2,0,1,0,0,Room_Type 1,119,2017,7,20,Online,0,0,0,76.5,1,Canceled,1
11783,INN11784,2,0,2,2,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled,4
11784,INN11785,2,0,0,1,0,Room_Type 1,110,2018,10,12,Online,0,0,0,108.0,1,Canceled,1
11785,INN11786,2,0,2,2,0,Room_Type 1,120,2018,4,30,Online,0,0,0,87.13,0,Canceled,4
11786,INN11787,2,0,0,2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled,2
11787,INN11788,1,0,2,2,0,Room_Type 1,31,2018,10,9,Corporate,0,0,0,95.0,0,Not_Canceled,4
11788,INN11789,1,0,1,1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,60.0,0,Not_Canceled,2
11789,INN11790,3,0,0,2,0,Room_Type 1,72,2018,9,14,Corporate,0,0,0,115.0,1,Canceled,2
11790,INN11791,2,0,2,1,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled,3
11791,INN11792,1,0,0,2,0,Room_Type 1,50,2018,4,8,Online,0,0,0,112.5,0,Canceled,2
11792,INN11793,2,0,1,2,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,3
11793,INN11794,2,1,2,2,0,Room_Type 1,35,2018,4,17,Online,0,0,0,104.3,2,Not_Canceled,4
11794,INN11795,2,0,1,4,0,Room_Type 1,131,2018,8,1,Offline,0,0,0,81.25,1,Not_Canceled,5
11795,INN11796,3,0,0,3,0,Room_Type 4,132,2018,9,22,Online,0,0,0,162.0,2,Not_Canceled,3
11796,INN11797,1,0,1,5,0,Room_Type 1,70,2018,7,11,Offline,0,0,0,80.0,0,Canceled,6
11797,INN11798,2,0,0,2,0,Room_Type 1,33,2017,10,1,Online,0,0,0,79.35,1,Not_Canceled,2
11798,INN11799,2,0,1,3,0,Room_Type 1,0,2018,12,29,Offline,0,0,0,12.0,0,Not_Canceled,4
11799,INN11800,2,1,1,0,0,Room_Type 1,120,2018,6,13,Online,0,0,0,143.1,4,Not_Canceled,1
11800,INN11801,2,0,1,2,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,75.0,1,Not_Canceled,3
11801,INN11802,3,0,1,0,0,Room_Type 4,16,2018,4,17,Online,0,0,0,137.0,2,Not_Canceled,1
11802,INN11803,2,0,0,1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled,1
11803,INN11804,2,1,2,2,0,Room_Type 1,91,2018,4,1,Online,0,0,0,52.02,1,Not_Canceled,4
11804,INN11805,2,0,1,2,0,Room_Type 1,112,2018,9,23,Online,0,0,0,134.1,1,Canceled,3
11805,INN11806,2,0,2,3,0,Room_Type 1,214,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled,5
11806,INN11807,2,0,0,4,0,Room_Type 1,5,2017,10,28,Offline,0,0,0,70.0,0,Not_Canceled,4
11807,INN11808,2,0,2,2,0,Room_Type 1,15,2017,10,23,Offline,0,0,0,54.75,0,Not_Canceled,4
11808,INN11809,1,0,0,2,0,Room_Type 1,0,2018,3,15,Corporate,1,1,6,65.0,0,Not_Canceled,2
11809,INN11810,1,0,0,5,0,Room_Type 1,104,2018,11,22,Online,0,0,0,74.8,0,Canceled,5
11810,INN11811,2,0,0,3,0,Room_Type 1,163,2018,9,8,Offline,0,0,0,110.0,0,Canceled,3
11811,INN11812,1,0,1,0,0,Room_Type 1,7,2017,11,16,Online,0,0,0,91.0,2,Not_Canceled,1
11812,INN11813,2,0,2,1,0,Room_Type 1,54,2017,10,3,Online,0,0,0,100.2,1,Not_Canceled,3
11813,INN11814,2,0,1,1,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled,2
11814,INN11815,2,0,1,5,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90.0,0,Not_Canceled,6
11815,INN11816,1,0,0,1,0,Room_Type 1,47,2017,11,11,Corporate,0,0,0,65.0,0,Not_Canceled,1
11816,INN11817,1,0,2,1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61.0,0,Canceled,3
11817,INN11818,2,0,1,0,0,Room_Type 1,32,2017,11,2,Online,0,0,0,85.5,1,Not_Canceled,1
11818,INN11819,2,0,2,2,0,Room_Type 4,71,2018,5,13,Online,0,0,0,137.1,1,Not_Canceled,4
11819,INN11820,3,0,0,4,0,Room_Type 4,105,2018,8,24,Online,0,0,0,150.3,0,Canceled,4
11820,INN11821,2,0,2,2,1,Room_Type 2,22,2017,12,4,Online,0,0,0,102.88,0,Not_Canceled,4
11821,INN11822,2,0,2,3,0,Room_Type 1,46,2017,12,26,Online,0,0,0,78.0,2,Not_Canceled,5
11822,INN11823,2,0,0,2,0,Room_Type 4,19,2018,11,10,Online,0,0,0,165.0,1,Not_Canceled,2
11823,INN11824,2,0,0,2,0,Room_Type 1,65,2018,11,18,Offline,0,0,0,75.0,0,Not_Canceled,2
11824,INN11825,2,0,0,2,0,Room_Type 1,77,2018,12,6,Online,0,0,0,79.2,2,Not_Canceled,2
11825,INN11826,2,0,0,2,0,Room_Type 1,6,2018,1,12,Online,0,0,0,69.5,3,Not_Canceled,2
11826,INN11827,2,0,2,1,0,Room_Type 1,11,2018,8,13,Online,0,0,0,151.0,1,Canceled,3
11827,INN11828,1,0,0,3,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,3
11828,INN11829,2,0,2,0,0,Room_Type 1,2,2018,8,21,Online,0,0,0,148.0,1,Not_Canceled,2
11829,INN11830,1,0,1,0,0,Room_Type 1,14,2018,9,11,Online,0,0,0,89.0,2,Not_Canceled,1
11830,INN11831,2,0,1,5,0,Room_Type 1,12,2017,11,2,Offline,0,0,0,68.0,0,Not_Canceled,6
11831,INN11832,2,2,0,2,0,Room_Type 6,39,2018,7,20,Online,0,0,0,198.9,0,Canceled,2
11832,INN11833,2,0,1,2,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80.0,0,Canceled,3
11833,INN11834,2,2,2,1,0,Room_Type 6,154,2018,6,12,Online,0,0,0,189.9,0,Canceled,3
11834,INN11835,2,0,0,2,1,Room_Type 1,1,2018,1,8,Online,1,11,0,76.5,0,Not_Canceled,2
11835,INN11836,2,0,0,3,0,Room_Type 1,77,2018,3,31,Online,0,0,0,76.5,0,Canceled,3
11836,INN11837,2,0,0,2,1,Room_Type 1,219,2018,9,13,Online,0,0,0,145.1,1,Canceled,2
11837,INN11838,2,0,0,3,0,Room_Type 1,145,2018,7,7,Online,0,0,0,114.3,1,Canceled,3
11838,INN11839,2,0,2,2,0,Room_Type 1,1,2017,8,8,Online,0,0,0,81.0,0,Not_Canceled,4
11839,INN11840,2,0,0,1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,80.0,0,Canceled,1
11840,INN11841,2,0,0,1,0,Room_Type 1,47,2018,10,27,Online,0,0,0,128.0,1,Not_Canceled,1
11841,INN11842,2,0,0,4,0,Room_Type 1,106,2018,4,27,Online,0,0,0,85.0,0,Canceled,4
11842,INN11843,2,0,0,2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,2
11843,INN11844,2,0,0,1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,1
11844,INN11845,2,0,2,2,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled,4
11845,INN11846,2,0,1,2,0,Room_Type 1,162,2018,7,1,Online,0,0,0,105.3,0,Canceled,3
11846,INN11847,2,1,0,4,0,Room_Type 1,106,2018,7,13,Offline,0,0,0,84.58,2,Not_Canceled,4
11847,INN11848,2,0,0,2,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,Canceled,2
11848,INN11849,2,0,0,1,0,Room_Type 1,29,2018,7,28,Online,0,0,0,148.0,1,Not_Canceled,1
11849,INN11850,2,0,0,1,0,Room_Type 1,261,2018,12,10,Online,0,0,0,67.5,0,Canceled,1
11850,INN11851,2,0,2,2,0,Room_Type 1,34,2018,9,18,Offline,0,0,0,80.75,0,Not_Canceled,4
11851,INN11852,1,0,1,0,0,Room_Type 1,11,2018,5,23,Online,0,0,0,95.0,0,Canceled,1
11852,INN11853,2,0,0,1,0,Room_Type 4,21,2018,5,19,Offline,0,0,0,124.8,0,Not_Canceled,1
11853,INN11854,2,0,1,3,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled,4
11854,INN11855,2,0,2,2,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,81.0,0,Not_Canceled,4
11855,INN11856,2,0,2,1,0,Room_Type 1,61,2018,11,19,Offline,0,0,0,75.0,0,Not_Canceled,3
11856,INN11857,1,0,0,2,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2
11857,INN11858,2,0,0,5,0,Room_Type 1,203,2018,7,19,Online,0,0,0,90.95,1,Canceled,5
11858,INN11859,2,0,0,1,0,Room_Type 4,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled,1
11859,INN11860,2,0,0,3,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Not_Canceled,3
11860,INN11861,2,0,0,2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,2
11861,INN11862,2,0,2,2,0,Room_Type 1,149,2018,8,20,Online,0,0,0,105.3,0,Canceled,4
11862,INN11863,3,0,2,1,0,Room_Type 5,61,2018,10,9,Offline,0,0,0,125.8,0,Not_Canceled,3
11863,INN11864,2,0,0,3,0,Room_Type 1,37,2018,6,21,Online,0,0,0,99.9,1,Not_Canceled,3
11864,INN11865,2,0,0,1,0,Room_Type 1,96,2017,11,28,Online,0,0,0,72.25,1,Canceled,1
11865,INN11866,2,0,0,2,0,Room_Type 1,4,2018,9,16,Online,0,0,0,183.0,1,Not_Canceled,2
11866,INN11867,2,0,2,3,0,Room_Type 1,137,2018,12,24,Online,0,0,0,117.3,2,Not_Canceled,5
11867,INN11868,2,0,1,0,0,Room_Type 1,15,2017,8,23,Online,0,0,0,99.0,0,Canceled,1
11868,INN11869,2,0,0,4,0,Room_Type 1,131,2018,8,2,Online,0,0,0,105.3,0,Canceled,4
11869,INN11870,1,0,0,2,0,Room_Type 1,35,2018,6,21,Online,0,0,0,107.1,1,Not_Canceled,2
11870,INN11871,2,0,0,2,0,Room_Type 1,29,2018,8,16,Offline,0,0,0,67.5,0,Not_Canceled,2
11871,INN11872,3,0,0,4,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,110.0,0,Canceled,4
11872,INN11873,2,1,2,3,0,Room_Type 1,150,2018,8,28,Online,0,0,0,118.62,1,Not_Canceled,5
11873,INN11874,2,0,2,1,0,Room_Type 1,98,2018,6,26,Online,0,0,0,91.5,0,Canceled,3
11874,INN11875,1,0,0,1,0,Room_Type 1,4,2018,3,16,Offline,0,0,0,64.4,0,Not_Canceled,1
11875,INN11876,2,0,0,3,0,Room_Type 4,72,2018,6,1,Online,0,0,0,108.11,0,Not_Canceled,3
11876,INN11877,2,0,0,2,0,Room_Type 2,233,2018,8,11,Online,0,0,0,86.62,0,Canceled,2
11877,INN11878,1,0,0,3,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled,3
11878,INN11879,2,1,1,3,0,Room_Type 6,31,2018,9,26,Online,0,0,0,148.69,1,Not_Canceled,4
11879,INN11880,2,0,0,2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,2
11880,INN11881,2,0,1,4,0,Room_Type 4,49,2017,11,9,Offline,0,0,0,60.0,0,Not_Canceled,5
11881,INN11882,1,0,3,7,0,Room_Type 1,58,2018,2,29,Online,0,0,0,66.45,1,Not_Canceled,10
11882,INN11883,1,0,1,3,0,Room_Type 1,0,2018,5,2,Aviation,0,0,0,95.0,0,Not_Canceled,4
11883,INN11884,1,0,4,10,0,Room_Type 1,3,2018,10,2,Complementary,0,0,0,0.0,0,Not_Canceled,14
11884,INN11885,2,0,0,1,0,Room_Type 1,123,2018,8,13,Online,0,0,0,123.3,0,Canceled,1
11885,INN11886,3,0,2,3,0,Room_Type 4,75,2018,8,12,Online,0,0,0,168.3,2,Not_Canceled,5
11886,INN11887,2,0,0,1,0,Room_Type 4,126,2018,12,24,Online,0,0,0,136.8,2,Canceled,1
11887,INN11888,2,0,0,2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled,2
11888,INN11889,2,0,0,1,0,Room_Type 1,69,2018,11,4,Online,0,0,0,79.2,2,Not_Canceled,1
11889,INN11890,1,0,2,1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,3
11890,INN11891,1,0,0,1,1,Room_Type 1,9,2018,11,17,Corporate,1,0,1,79.0,1,Not_Canceled,1
11891,INN11892,1,0,2,0,0,Room_Type 1,4,2018,11,13,Corporate,0,0,0,75.0,1,Not_Canceled,2
11892,INN11893,2,0,1,2,0,Room_Type 4,7,2017,10,9,Online,0,0,0,170.33,2,Not_Canceled,3
11893,INN11894,3,0,4,9,0,Room_Type 1,139,2018,7,16,Online,0,0,0,131.36,0,Canceled,13
11894,INN11895,2,0,1,0,0,Room_Type 1,42,2018,2,21,Online,0,0,0,80.3,1,Not_Canceled,1
11895,INN11896,2,0,1,1,1,Room_Type 1,235,2018,8,6,Online,0,0,0,105.3,2,Canceled,2
11896,INN11897,2,0,1,2,0,Room_Type 1,279,2018,10,10,Offline,0,0,0,80.75,1,Not_Canceled,3
11897,INN11898,2,0,0,1,1,Room_Type 1,121,2018,5,17,Online,0,0,0,103.5,1,Not_Canceled,1
11898,INN11899,1,0,0,1,0,Room_Type 1,210,2018,8,18,Online,0,0,0,96.3,0,Canceled,1
11899,INN11900,2,0,1,2,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100.0,0,Canceled,3
11900,INN11901,2,1,0,4,0,Room_Type 1,158,2018,5,25,Online,0,0,0,114.75,1,Canceled,4
11901,INN11902,3,0,0,2,0,Room_Type 4,85,2018,10,7,Online,0,0,0,151.2,2,Not_Canceled,2
11902,INN11903,2,0,2,3,1,Room_Type 4,74,2018,4,17,Online,0,0,0,121.2,2,Not_Canceled,5
11903,INN11904,2,0,1,1,0,Room_Type 4,33,2018,4,2,Online,0,0,0,131.4,0,Not_Canceled,2
11904,INN11905,3,0,1,0,0,Room_Type 4,199,2018,8,28,Online,0,0,0,128.7,1,Canceled,1
11905,INN11906,1,0,1,1,0,Room_Type 1,5,2018,5,9,Corporate,1,0,6,65.0,0,Not_Canceled,2
11906,INN11907,1,2,2,3,0,Room_Type 1,6,2018,4,22,Online,0,0,0,104.92,1,Not_Canceled,5
11907,INN11908,3,0,2,1,0,Room_Type 4,35,2018,3,26,Online,0,0,0,153.3,2,Not_Canceled,3
11908,INN11909,2,0,0,4,0,Room_Type 1,120,2018,8,2,Offline,0,0,0,72.25,0,Not_Canceled,4
11909,INN11910,2,0,0,3,0,Room_Type 1,27,2018,12,7,Online,0,0,0,113.0,2,Not_Canceled,3
11910,INN11911,1,0,1,0,0,Room_Type 1,21,2018,11,21,Corporate,0,0,0,67.0,0,Canceled,1
11911,INN11912,1,0,0,3,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,177.33,0,Not_Canceled,3
11912,INN11913,2,0,0,2,0,Room_Type 1,14,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled,2
11913,INN11914,2,0,2,3,0,Room_Type 1,198,2018,12,8,Online,0,0,0,63.75,2,Not_Canceled,5
11914,INN11915,2,0,0,4,0,Room_Type 1,185,2018,7,5,Online,0,0,0,90.95,1,Canceled,4
